cd_fips	state	mrp_ideology_se	mrp_ideology	irt_ideology_unweighted	self_ideology	self_ideology_se	irt_ideology_unweighted_sd	irt_ideology_unweighted_se	sample_size	demshare_pres	presidential_year	congress	survey_period
"105"	"Alabama"	0.04060044271952499	0.1925001206006045	0.15534503358115526	3.2379400260756195	0.02774013464379637	0.9557508833706184	0.023153140802664403	1704	0.3624028789431219	2020	116	"2017-2021"
"105"	"Alabama"	0.04060044271952499	0.1925001206006045	0.15821845734908127	3.237012987012987	0.027549054822406195	0.9532427116562683	0.0230450942497659	1711	0.3624028789431219	2020	117	"2017-2021"
"105"	"Alabama"	0.04092043035383462	0.19326519675155118	0.16315858026434032	3.2371705963938973	0.028501248314100967	0.9664471908983404	0.02416117977245851	1600	0.36227625135817154	2020	118	"2017-2021"
"106"	"Alabama"	0.06759388670283498	0.25207365801136306	0.2659637579972266	3.6192307692307693	0.04533757683497515	0.9360961359469815	0.03998804510526868	548	0.2525	2008	111	"2004-2011"
"106"	"Alabama"	0.04185993274118026	0.2836236689391244	0.2754113887451027	3.4468085106382977	0.05815169828724343	0.9178285807078997	0.04899006537943314	351	0.2693	2016	114	"2012-2016"
"106"	"Alabama"	0.039699848328411454	0.1992161567026224	0.22895820759233118	3.2923976608187133	0.03162694747705921	1.0068065428781894	0.025995633156132607	1500	0.3203265395573088	2020	116	"2017-2021"
"106"	"Alabama"	0.039699848328411454	0.1992161567026224	0.22351447096278018	3.2898975109809663	0.031692260122954015	1.0113923290095572	0.026263287016195475	1483	0.3203265395573088	2020	117	"2017-2021"
"106"	"Alabama"	0.039929928700021634	0.16533576935664662	0.17923562697354578	3.2571849668386146	0.031727020387236564	1.009678637826121	0.02612208685143993	1494	0.3480708381718114	2020	118	"2017-2021"
"107"	"Alabama"	0.06958807408493255	-0.07016667323613941	-0.06693241412924426	3.287323943661972	0.05631081087567095	0.8960416119126596	0.04639527601099954	373	0.71	2008	111	"2004-2011"
"107"	"Alabama"	0.043632110974195705	0.07237012975186166	-0.02364757149175826	3.0588235294117645	0.053667918205476874	0.8405002987536633	0.040069279555568084	440	0.7093	2016	114	"2012-2016"
"107"	"Alabama"	0.03968200566505937	-0.003381777813817904	-0.024529142686452995	2.907190635451505	0.03246217940514821	0.9108138124427575	0.024872258293424977	1341	0.7135567456799944	2020	116	"2017-2021"
"107"	"Alabama"	0.03968200566505937	-0.003381777813817904	-0.01910209789804072	2.9126050420168066	0.03229725665730297	0.898991133937479	0.024521993573587392	1344	0.7135567456799944	2020	117	"2017-2021"
"107"	"Alabama"	0.039699545475725226	0.03654630719121524	0.03890570999881781	2.970980392156863	0.03165731061971978	0.9228291399388305	0.024523907704446613	1416	0.6620494249819244	2020	118	"2017-2021"
"1198"	"NA"	0.0737240079872979	-0.5497088479183909	-0.5853777205818266	2.492505353319058	0.04707517838916405	0.8640917011111233	0.03939919023432869	481	0.9340337407818972	2008	111	"2004-2011"
"1198"	"NA"	0.04836140649409164	-0.44005060508011107	-0.5525664042961251	2.440501043841336	0.045604808188916185	0.7928135189636204	0.03534980761352287	503	0.9569246972090574	2016	114	"2012-2016"
"1198"	"District of Columbia"	0.04309413179270751	-0.46909015807489246	-0.4480777632958392	2.3846153846153846	0.028561121165077613	0.9348441086137071	0.023555857390530708	1575	0.9446695384761944	2020	116	"2017-2021"
"1198"	"District of Columbia"	0.04309413179270751	-0.46909015807489246	-0.4480777632958392	2.3846153846153846	0.028561121165077613	0.9348441086137071	0.023555857390530708	1575	0.9446695384761944	2020	117	"2017-2021"
"1198"	"District of Columbia"	0.04309413179270751	-0.46909015807489246	-0.4480777632958392	2.3846153846153846	0.028561121165077613	0.9348441086137071	0.023555857390530708	1575	0.9446695384761944	2020	118	"2017-2021"
"1201"	"Florida"	0.06565656974121743	0.16614205423025102	0.2591331741830892	3.509874326750449	0.04284922821491952	0.9563701099789973	0.03954103758676568	585	0.3232	2008	111	"2004-2011"
"1201"	"Florida"	0.04227494644208261	0.2069936314632174	0.22507194188116636	3.30859375	0.045793927745978215	0.9411444679436692	0.04020369916027202	548	0.29469999999999996	2016	114	"2012-2016"
"1201"	"Florida"	0.040246181969414145	0.18898134620223686	0.21869193764652378	3.275595621377978	0.02799081339732651	0.9914648931193707	0.02418207056388709	1681	0.32972140486497153	2020	116	"2017-2021"
"1201"	"Florida"	0.040246181969414145	0.18898134620223686	0.22103223854904652	3.2762395363811976	0.02799684592600049	0.9902270059095957	0.024166258592043407	1679	0.32972140486497153	2020	117	"2017-2021"
"1201"	"Florida"	0.04039372630882049	0.18195916458298192	0.2132887651357852	3.270306258322237	0.028643509399894098	0.9982527070188193	0.024794136576148276	1621	0.3356191798922662	2020	118	"2017-2021"
"1202"	"Florida"	0.06681169464575284	0.05100480683467058	0.09752831249916998	3.258481421647819	0.04281328095939375	0.9847436252349864	0.038774242378175006	645	0.4545	2008	111	"2004-2011"
"1202"	"Florida"	0.0410249532025972	0.10784921726156618	0.17185567499884438	3.1525096525096523	0.04667876567828879	0.9454333381491405	0.04020391506319213	553	0.3161	2016	114	"2012-2016"
"1202"	"Florida"	0.039274956139253435	0.23016223874353994	0.2528213882105786	3.3097231165486156	0.027665113560498288	0.9900113902000438	0.023726889390335106	1741	0.3232715273008794	2020	116	"2017-2021"
"1202"	"Florida"	0.039274956139253435	0.23016223874353994	0.23134263356603796	3.289272030651341	0.027550757074934127	0.9867482401017803	0.0235474619990518	1756	0.3232715273008794	2020	117	"2017-2021"
"1202"	"Florida"	0.039029509209799314	0.11931643442446956	0.10802456422589399	3.1054018445322793	0.029350447620609406	1.0239068361947972	0.024892026992698366	1692	0.44444307734708743	2020	118	"2017-2021"
"1203"	"Florida"	0.06590280417389441	-0.1049272138499853	-0.014934208423279948	3.194130925507901	0.04861359758534926	0.9459209105972611	0.04326541539932385	478	0.7172	2008	111	"2004-2011"
"1203"	"Florida"	0.040193785912311146	0.14909357720399025	0.11003621833312993	3.175	0.04848285863891953	0.9729205111134757	0.0412981757105392	555	0.41700000000000004	2016	114	"2012-2016"
"1203"	"Florida"	0.03920409158983233	0.10659001962603096	0.09903556352957793	3.0914285714285716	0.025658536735696978	0.9806365547013348	0.02220704499462004	1950	0.43311096710250446	2020	116	"2017-2021"
"1203"	"Florida"	0.03920409158983233	0.10659001962603096	0.11054663501535071	3.095346197502838	0.025601112080910402	0.9805067336890267	0.022119194280720456	1965	0.43311096710250446	2020	117	"2017-2021"
"1203"	"Florida"	0.03991755111262113	0.11700096084568981	0.12984585411810973	3.144008597528211	0.025305598004187503	0.9837526098296059	0.021764651333040706	2043	0.428799275593468	2020	118	"2017-2021"
"1204"	"Florida"	0.0664286623831785	0.14036501227354675	0.2952605463385692	3.3957307060755335	0.04260273216164013	1.0094901233078304	0.040091974484546065	634	0.3737	2008	111	"2004-2011"
"1204"	"Florida"	0.040418092926775305	0.15347676079711153	0.24015851808224123	3.2541322314049586	0.04562068662302539	0.9704804289624694	0.04243614622807531	523	0.35450000000000004	2016	114	"2012-2016"
"1204"	"Florida"	0.03942129760339556	0.13630158257812097	0.1718675484087249	3.212416311625076	0.02697277030090323	1.0307100650708563	0.024519874459001854	1767	0.3931515145498049	2020	116	"2017-2021"
"1204"	"Florida"	0.03942129760339556	0.13630158257812097	0.166703790279929	3.224414303329223	0.027181470311183845	1.036263104244719	0.024863950145169504	1737	0.3931515145498049	2020	117	"2017-2021"
"1204"	"Florida"	0.0392684828854392	0.12651144591234553	0.13300673662113033	3.109628770301624	0.026165615932413424	0.9432641693912918	0.021577592856445216	1911	0.4661339151917703	2020	118	"2017-2021"
"1205"	"Florida"	0.06539264211190707	0.15008596558580256	0.16256141120939344	3.3626834381551363	0.03412271009056435	0.966779449106098	0.030450690416461444	1008	0.4343	2008	111	"2004-2011"
"1205"	"Florida"	0.041206029606968855	-0.0220723571169683	0.006967802919845009	3.0528541226215644	0.0483288559516601	0.8523541306996854	0.03723526308520538	524	0.6307	2016	114	"2012-2016"
"1205"	"Florida"	0.038902207417240084	0.009767196777838112	0.01898314945180183	2.9543661971830986	0.0269343544363918	0.9356102214103895	0.021154878362483955	1956	0.6331984257846829	2020	116	"2017-2021"
"1205"	"Florida"	0.038902207417240084	0.009767196777838112	0.03924553068932412	2.9582863585118377	0.026863564203554614	0.935702546681136	0.021113832396444623	1964	0.6331984257846829	2020	117	"2017-2021"
"1205"	"Florida"	0.04056140236063097	0.10598466963577495	0.1513954702063812	3.182063385030344	0.02864133628389063	1.0206677110739129	0.025677682971854687	1580	0.4200179028072267	2020	118	"2017-2021"
"1206"	"Florida"	0.0665041428288206	0.11454323443211617	0.15956851205444036	3.348226018396846	0.03959206822339134	1.0104019786987655	0.035880426305673944	793	0.4343	2008	111	"2004-2011"
"1206"	"Florida"	0.04066178030157879	0.16032789040192347	0.2157774061525709	3.21630615640599	0.04230173057220156	0.9115646849012542	0.0357545085862581	650	0.4122	2016	114	"2012-2016"
"1206"	"Florida"	0.03991553729579007	0.11497123489725111	0.09211306909613026	3.15319781854239	0.023596610288678908	0.9166826287816889	0.019574906020092243	2193	0.4118454288238917	2020	116	"2017-2021"
"1206"	"Florida"	0.03991553729579007	0.11497123489725111	0.08555084212515654	3.1492315319781854	0.023690128741544313	0.9183977967772394	0.0196160047626709	2192	0.4118454288238917	2020	117	"2017-2021"
"1206"	"Florida"	0.03902730918532992	0.15769694882082846	0.15072838678352274	3.1818634778276036	0.023316893367928665	0.9240794266614237	0.01954219766594574	2236	0.38057291715914787	2020	118	"2017-2021"
"1207"	"Florida"	0.06496342687625829	0.0930024065322323	0.11405004818245544	3.3217391304347825	0.03576071063558406	0.9560837772662347	0.03298802432686875	840	0.4646	2008	111	"2004-2011"
"1207"	"Florida"	0.041086909441379875	-0.04253824589105523	-0.0885166440230817	3.0303514376996805	0.04067814413967373	0.9046458925013495	0.034564742823459824	685	0.5382	2016	114	"2012-2016"
"1207"	"Florida"	0.03903477587307738	-0.10316483129150016	-0.11990930074708561	2.8559730250481694	0.024749005265883715	0.9839072491323146	0.020962685163570114	2203	0.5527036351622523	2020	116	"2017-2021"
"1207"	"Florida"	0.03903477587307738	-0.10316483129150016	-0.11250273879552335	2.8672060923369824	0.024535406755911704	0.9926649831738624	0.02098793498085616	2237	0.5527036351622523	2020	117	"2017-2021"
"1207"	"Florida"	0.03977071584305879	-0.011368833681990178	-0.05250716261136456	3.0090329436769396	0.025232976841761706	0.9774420976657942	0.021785581288005333	2013	0.47196430865538463	2020	118	"2017-2021"
"1208"	"Florida"	0.06560832363581094	0.034095711985341975	0.16683185805005224	3.3493253373313343	0.042117003174143096	0.9834931777901965	0.037522605137470945	687	0.5253	2008	111	"2004-2011"
"1208"	"Florida"	0.042025442732523614	0.15525291027132515	0.1830434362035942	3.3075571177504393	0.043179471844918715	0.9612087624801735	0.03882285625940109	613	0.3923	2016	114	"2012-2016"
"1208"	"Florida"	0.039687957863370635	0.12896948847926654	0.17718395509306242	3.265170831208567	0.02425589806422646	1.032161067244978	0.02257742095976416	2090	0.4109427124712891	2020	116	"2017-2021"
"1208"	"Florida"	0.039687957863370635	0.12896948847926654	0.17912846455492265	3.2615776081424936	0.024255383202832114	1.0316802560978195	0.02254533955468697	2094	0.4109427124712891	2020	117	"2017-2021"
"1208"	"Florida"	0.03977082813704923	0.12980073503416642	0.17842356721461305	3.2669404517453797	0.024306599649880946	1.0333175573887121	0.022673343123599334	2077	0.41082353458801274	2020	118	"2017-2021"
"1209"	"Florida"	0.06778529511063475	0.07988769757959621	0.09502072495396022	3.343884892086331	0.03960872919783189	1.0309822299676257	0.03815836428728106	730	0.4747	2008	111	"2004-2011"
"1209"	"Florida"	0.04170854461479735	-0.014531253546857071	-0.002750546558763826	3.0718038528896674	0.04171939822383184	0.8145135217713922	0.03258054087085569	625	0.5667	2016	114	"2012-2016"
"1209"	"Florida"	0.03938172412937215	-0.02084946813681792	0.019993657597576358	2.9760596546310834	0.023524906263434835	0.8919526458385892	0.01693207971260588	2775	0.534996937163491	2020	116	"2017-2021"
"1209"	"Florida"	0.03938172412937215	-0.02084946813681792	0.019527622385536934	2.985826771653543	0.023517272668289336	0.890541003938861	0.01692970307755982	2767	0.534996937163491	2020	117	"2017-2021"
"1209"	"Florida"	0.04002999713214041	-0.07804291940074295	-0.022150962453380975	2.944748858447489	0.025202480204169948	0.8640319872634522	0.017718375267656353	2378	0.5880132277640812	2020	118	"2017-2021"
"1210"	"Florida"	0.06667290566483715	-0.018827337035389406	-0.07854625444591357	3.0894660894660895	0.04027820741140535	1.0031590803857973	0.037568602803865515	713	0.5253	2008	111	"2004-2011"
"1210"	"Florida"	0.03972091717627288	0.0725885862551727	0.10159618921138586	3.129032258064516	0.04395313392011436	0.9286987210731613	0.037882410990249187	601	0.6391	2016	114	"2012-2016"
"1210"	"Florida"	0.0388007963180206	-0.10128620707183185	-0.05553573464381513	2.8673050615595077	0.024142134065981313	0.895795662632826	0.018296791464232198	2397	0.626155291253787	2020	116	"2017-2021"
"1210"	"Florida"	0.0388007963180206	-0.10128620707183185	-0.06409955521768089	2.854712643678161	0.024293518805654123	0.8884651998376153	0.01824629300671571	2371	0.626155291253787	2020	117	"2017-2021"
"1210"	"Florida"	0.03838799551744768	-0.12731041509545082	-0.0840442832013065	2.7814442850310854	0.025317997208971543	0.8987002335212328	0.0188501641594717	2273	0.6607570718988961	2020	118	"2017-2021"
"1211"	"Florida"	0.06760308694601273	-0.12608531276780605	-0.08297620490091219	3.1005802707930368	0.04544940216741719	0.8820748125741563	0.03785345336715039	543	0.6667000000000001	2008	111	"2004-2011"
"1211"	"Florida"	0.03952800010824672	0.21601256352860543	0.2014030166576011	3.3389391979301424	0.0359950124743281	0.9144743088138614	0.031496168240850796	843	0.33399999999999996	2016	114	"2012-2016"
"1211"	"Florida"	0.03769455028435832	0.2039324230873098	0.21502453903097493	3.3012367491166077	0.022479401993020096	0.9583841638156498	0.019311118238934083	2463	0.3405896255753203	2020	116	"2017-2021"
"1211"	"Florida"	0.03769455028435832	0.2039324230873098	0.20834085918531076	3.298230088495575	0.022467872241166406	0.9599431451083792	0.019362194230911532	2458	0.3405896255753203	2020	117	"2017-2021"
"1211"	"Florida"	0.03950073183226804	0.05905803065931374	0.07170368790900089	3.118339876612451	0.02610093591567598	0.9919092268519315	0.022660744688794515	1916	0.4451747904524336	2020	118	"2017-2021"
"1212"	"Florida"	0.065718227491715	0.05814184019639293	0.12037310555514928	3.3462132921174654	0.04042889344032804	0.9511964292802679	0.03626402389267984	688	0.4949	2008	111	"2004-2011"
"1212"	"Florida"	0.040699844523704676	0.09553314529393132	0.044142158658352214	3.1562952243125904	0.038174755360266016	0.8663894969742577	0.03178474795421854	743	0.4033	2016	114	"2012-2016"
"1212"	"Florida"	0.04008910348039372	0.08154679841693169	0.06065135874579187	3.133524082021936	0.022955912032469807	0.9272947527814651	0.019449931870674612	2273	0.4146995177784857	2020	116	"2017-2021"
"1212"	"Florida"	0.04008910348039372	0.08154679841693169	0.059610771966235494	3.137750238322212	0.023119208193192284	0.9299349983315478	0.0195224961051214	2269	0.4146995177784857	2020	117	"2017-2021"
"1212"	"Florida"	0.03826801426111464	0.1464687556728137	0.10694813318383992	3.208315098468271	0.022207757330004765	0.9225031598764715	0.018427962894291647	2506	0.3549603558305937	2020	118	"2017-2021"
"1213"	"Florida"	0.06344936901504881	0.0745879978461064	0.06286922884024528	3.2384393063583814	0.04059611465166805	1.0280410696426416	0.03836615196776127	718	0.4747	2008	111	"2004-2011"
"1213"	"Florida"	0.0418406931198235	0.002225860527776755	-0.026295554650326253	3.0559006211180124	0.04141790707364706	1.0009457112744944	0.038132994618137246	689	0.5167	2016	114	"2012-2016"
"1213"	"Florida"	0.03958257751216846	-0.0432688223651365	-0.06646170266301454	2.9523809523809526	0.025439355988372825	0.9792110957940482	0.021792555791549015	2019	0.5206881688649154	2020	116	"2017-2021"
"1213"	"Florida"	0.03958257751216846	-0.0432688223651365	-0.06642859782112243	2.953475935828877	0.025410537718163827	0.9799375101872745	0.021797928575647562	2021	0.5206881688649154	2020	117	"2017-2021"
"1213"	"Florida"	0.039743853130084626	0.0018165726228927996	-0.008294156345580724	3.034843205574913	0.024542730752527483	0.9665460214318786	0.02088883425018075	2141	0.46579733012972807	2020	118	"2017-2021"
"1214"	"Florida"	0.06598483813251213	0.0880486026148544	0.15586122286105525	3.340329835082459	0.042765240305142095	1.0290001043250252	0.039004148296564456	696	0.4242	2008	111	"2004-2011"
"1214"	"Florida"	0.042738243499619646	-0.08215119138499541	-0.030555536738468954	3.0058708414872797	0.0457960398623201	0.8821428633610403	0.03727733971239898	560	0.5946	2016	114	"2012-2016"
"1214"	"Florida"	0.0390590592781037	-0.09895065768077116	-0.09780830586379628	2.8902368573079147	0.027105025215355114	0.8746617426962727	0.020258961405773036	1864	0.5788678842536388	2020	116	"2017-2021"
"1214"	"Florida"	0.0390590592781037	-0.09895065768077116	-0.09634760256135365	2.8788584740827026	0.027174348700581503	0.8712875794621875	0.020246083882927444	1852	0.5788678842536388	2020	117	"2017-2021"
"1214"	"Florida"	0.03934187815219531	-0.10178812118648356	-0.10287193510157405	2.901608910891089	0.02766980873501472	0.9043877373292698	0.02163136626613751	1748	0.59702116351609	2020	118	"2017-2021"
"1215"	"Florida"	0.06700040942757364	0.07801562624603481	0.16595159368277276	3.3420689655172415	0.03910892177142575	1.0478843236685014	0.03811118438705169	756	0.48479999999999995	2008	111	"2004-2011"
"1215"	"Florida"	0.04051288087001682	0.09522570528189678	0.05632576827891859	3.1284046692607004	0.04405376399558269	0.8449442596295142	0.03564182241589366	562	0.44799999999999995	2016	114	"2012-2016"
"1215"	"Florida"	0.03932165858017016	0.030102918415747908	0.022251162131634677	3.0359028511087645	0.02477748712523958	0.9280114911089024	0.02027986292655949	2094	0.45692996134642444	2020	116	"2017-2021"
"1215"	"Florida"	0.03932165858017016	0.030102918415747908	0.02224952325289059	3.0396615547329455	0.02463021632164365	0.9299714971668762	0.020351873325699682	2088	0.45692996134642444	2020	117	"2017-2021"
"1215"	"Florida"	0.03880849781740057	-0.00010680756205394635	-0.021942904730200545	2.978637413394919	0.02621213434022527	0.908686747098259	0.020890730572785184	1892	0.48408899830202057	2020	118	"2017-2021"
"1216"	"Florida"	0.06557450254553299	0.08277084973276555	0.11178302128712142	3.382303839732888	0.04473220742191598	0.9816948076945372	0.03917388752854873	628	0.4747	2008	111	"2004-2011"
"1216"	"Florida"	0.03971969142202703	0.07786186497143793	0.07024026010630496	3.140405616224649	0.03936598070668556	0.9622479973079779	0.03671205094521944	687	0.4447	2016	114	"2012-2016"
"1216"	"Florida"	0.04180456887701564	0.02196322810695645	0.001036811791430917	3.0812425328554363	0.02592473076095842	1.0321999284307821	0.024493020382130852	1776	0.4594325095037491	2020	116	"2017-2021"
"1216"	"Florida"	0.04180456887701564	0.02196322810695645	-0.001806678075696465	3.0830842797369993	0.02593573026956093	1.0349151893813748	0.024557450673176093	1776	0.4594325095037491	2020	117	"2017-2021"
"1216"	"Florida"	0.04182463077533444	0.03821763022802531	0.03356425197986536	3.093812375249501	0.027518369199961312	1.022520712776335	0.025451908243675967	1614	0.45510465423267954	2020	118	"2017-2021"
"1217"	"Florida"	0.06990899181659717	-0.3136630691263452	-0.2077744081597347	3.0069686411149825	0.06627885532396827	0.8390339373971082	0.047500942909133	312	0.8787999999999999	2008	111	"2004-2011"
"1217"	"Florida"	0.03995832650388047	0.20117841459844815	0.2008736719659929	3.3653061224489798	0.045551270195909176	0.936208921371358	0.04105547711177668	520	0.3601	2016	114	"2012-2016"
"1217"	"Florida"	0.039463856645767126	0.2054272365484383	0.2271523411484784	3.341162654139753	0.027041024191333078	0.9647637902075541	0.02232197200290134	1868	0.3620994659546061	2020	116	"2017-2021"
"1217"	"Florida"	0.039463856645767126	0.2054272365484383	0.24337057077249338	3.33587786259542	0.027131594132757994	0.9521848618930873	0.022042733649941186	1866	0.3620994659546061	2020	117	"2017-2021"
"1217"	"Florida"	0.03926072695486183	0.0940746362226676	0.1080239599936788	3.19626730885009	0.026876804391315942	1.0053718448686113	0.023677118919299366	1803	0.41961663144320666	2020	118	"2017-2021"
"1218"	"Florida"	0.06973503276150309	-0.2167981346579153	-0.12168417540513034	3.0120772946859904	0.05411713329676115	0.9327205836354909	0.044772020742091315	434	0.51	2008	111	"2004-2011"
"1218"	"Florida"	0.04130054997761759	0.059891946772601984	0.09822400833655467	3.2298387096774195	0.04434038458292818	0.9181771024721161	0.039883064725450966	530	0.45280000000000004	2016	114	"2012-2016"
"1218"	"Florida"	0.04096048306410008	0.037212557071374275	0.03831676711088092	3.0932607215793055	0.027453749134897905	0.9845439183637147	0.024839737460148413	1571	0.45751365968812685	2020	116	"2017-2021"
"1218"	"Florida"	0.04096048306410008	0.037212557071374275	0.05033489391721014	3.113103448275862	0.02763139997920542	0.9787541074238054	0.024884472600382852	1547	0.45751365968812685	2020	117	"2017-2021"
"1218"	"Florida"	0.04119298461721348	0.15726050138824327	0.19175302169351915	3.2174955062911925	0.02821214826622066	0.9292878209258537	0.021588006280710514	1853	0.384907140611525	2020	118	"2017-2021"
"1219"	"Florida"	0.06973693520919895	-0.13049873585658223	-0.20402583653087886	3.0230326295585415	0.04723717608979706	0.9488830638006998	0.04079566929934954	541	0.6566	2008	111	"2004-2011"
"1219"	"Florida"	0.03996075731201636	0.1486102984000667	0.2386772246263141	3.3	0.045795060923167284	0.974620127974341	0.04174813941583375	545	0.3862	2016	114	"2012-2016"
"1219"	"Florida"	0.04049848892469844	0.08402655229414335	0.09053086182625321	3.146433041301627	0.027980256651835293	1.0123590131014757	0.02445996731031809	1713	0.39852451360496266	2020	116	"2017-2021"
"1219"	"Florida"	0.04049848892469844	0.08402655229414335	0.0791779359236976	3.147296457426973	0.027983459905108237	1.0177856947431356	0.024505399824028933	1725	0.39852451360496266	2020	117	"2017-2021"
"1219"	"Florida"	0.04093101510838805	0.09171954644753849	0.08385820033766733	3.149627623561273	0.029209988044729348	1.015467461151884	0.025636252472376685	1569	0.39413238623421176	2020	118	"2017-2021"
"1220"	"Florida"	0.06603671315317826	-0.1827935782065181	-0.22149702699120646	2.986407766990291	0.046083626494747267	0.9425914991437094	0.040789923442140746	534	0.6364	2008	111	"2004-2011"
